대분류코드,대분류명,중분류코드,중분류명,품목코드,품목명,등급,정의
A,기구·기계,A38000,결찰기 및 봉합기,A38250.01,체내용 봉합 유지기,3,외과 수술 시 체내에서 봉합사와 함께 사용되어 봉합사의 장력을 환부보다 넓은 부위로 분포시켜 상처 치료를 보조하는 데 사용하는 기구
A,기구·기계,A39000,의료용 흡인기,A39010.01,수동식 의료용 흡인기,1,"혈액, 체액 및 여드름 등을 흡인하는 의료용 수동식 기구"
A,기구·기계,A39000,의료용 흡인기,A39010.02,전동식 의료용 흡인기,2,"혈액, 체액 및 여드름 등을 흡인하는 의료용 전동식 기구로서 외부진공압을 이용하는 것을 포함한다."
A,기구·기계,A39000,의료용 흡인기,A39010.03,지방 흡인기,2,지방 흡인술시 피하지방을 제거하기 위하여 사용하는 흡인기
A,기구·기계,A39000,의료용 흡인기,A39010.04,범용 수술용 관류 흡인기,2,"수술 시에  수술 부위에 근접 사용하여 수술 시 관찰을 용이하게 하거나 적출물 등을 제거하기 위하여 범용적으로 사용하는 흡인기. 단, 수술실 전체의 공조(空調)를 위한 흡인기는 제외한다."
A,기구·기계,A39000,의료용 흡인기,A39010.05,안과용 관류 흡인기,2,안과적 수술 시에 수술 부위의 관찰을 용이하게 하거나 적출물 등을 제거하기 위하여 사용하는 흡인기
A,기구·기계,A39000,의료용 흡인기,A39010.06,혈전 흡인기,2,심장 및 심장 주위의 동맥에 발생된 혈전을 제거하기 위해서 사용하는 흡인기
A,기구·기계,A39000,의료용 흡인기,A39010.07,코용 관류 흡인장치,2,코 부위 수술 시에 수술 부위의 관찰을 용이하게 하거나 적출물 등을 제거하기 위하여 사용하는 흡인기
A,기구·기계,A39000,의료용 흡인기,A39010.08,확장용 의료용 흡인기,2,"혈액, 체액 및 여드름 등을 흡인하는 의료용 기구로서 확장, 확대 등 인체 구조에 영향을 줄 목적으로 사용한다."
A,기구·기계,A39000,의료용 흡인기,A39020.01,분만용 흡인기,2,"진공압으로 태아의 머리를 흡착하여 분만을 돕는 기구. 일반적으로 컵, 고무관, 진공 발생원, 진공 조절기 등이 포함된다."
A,기구·기계,A39000,의료용 흡인기,A39030.01,의료용 저압 지속 흡인기,2,배액 등을 하기 위하여 저압을 지속적으로 흡인하는 기구
A,기구·기계,A39000,의료용 흡인기,A39030.02,흉강 흡인기,2,"외상, 수술 등에 의해서 흉강내에 발생되는 체액을 흡인하는 기구."
A,기구·기계,A39000,의료용 흡인기,A39050.01,수동식 모유 착유기,1,유방에서 모유를 흡인하는 수동식 기구
A,기구·기계,A39000,의료용 흡인기,A39050.02,전동식 모유 착유기,2,유방에서 모유를 흡인하는 전동식 기구
A,기구·기계,A39000,의료용 흡인기,A39050.03,수동식 함몰유두 교정기,1,음압 등을 이용하여 함몰된 유두를 돌출시기는 수동식 기구
A,기구·기계,A39000,의료용 흡인기,A39050.04,전동식 함몰유두 교정기,2,음압 등을 이용하여 함몰된 유두를 돌출시기는 전동식 기구
A,기구·기계,A39000,의료용 흡인기,A39060.01,골 시멘트 모노머 증기 흡인기,1,수술 중 골 시멘트의 모노머 증기 등을 흡인 제거하는 기구
A,기구·기계,A39000,의료용 흡인기,A39070.01,자궁경부(내막) 흡인기,2,"주사기, 유리관, 피펫, 카테터 등을 이용해서 자궁 경관 점막(자궁 내막)에서부터 조직 채취(물질 흡인) 등을 하는 기구"
A,기구·기계,A40000,기흉기 및 기복기,A40010.01,기흉기,2,흉강 내에 액체 또는 가스를 넣어 확장하는 데에 사용하는 기기
A,기구·기계,A40000,기흉기 및 기복기,A40020.01,기복기,2,복강 내 검사 또는 시야 확보를 위하여 복막 내에 액체 또는 가스 등을 넣어 확장하는 데에 사용하는 기기
A,기구·기계,A40000,기흉기 및 기복기,A40030.01,자궁 확장기,2,자궁 내 검사를 위하여 자궁강에 액체 또는 가스를 넣어 확장하는 데에 사용하는 기기
A,기구·기계,A41000,의료용 칼,A41010.01,재사용가능 수동식 의료용 칼,1,인체 조직의 절단 및 절개 등에 사용하는 수동식 의료용 칼로서 재사용이 가능하다.
A,기구·기계,A41000,의료용 칼,A41010.02,일회용 수동식 의료용 칼,2,인체 조직의 절단 및 절개 등에 사용하는 수동식 의료용 칼로서 일회용이다.
A,기구·기계,A41000,의료용 칼,A41010.03,재사용가능 안과용 칼,1,눈과 주변 조직의 절단 및 절개 등에 사용하는 수동식 의료용 칼로서 재사용이 가능하다.
A,기구·기계,A41000,의료용 칼,A41010.04,일회용 안과용 칼,2,눈과 주변 조직의 절단 및 절개 등에 사용하는 수동식 의료용 칼로서 일회용이다.
A,기구·기계,A41000,의료용 칼,A41010.05,재사용가능 수정체주머니 절개용 칼,1,눈의 수정체주머니를 절개하는데 사용하는 수동식 칼로서 재사용이 가능하다.
A,기구·기계,A41000,의료용 칼,A41010.06,일회용 수정체주머니 절개용 칼,2,눈의 수정체주머니를 절개하는데 사용하는 수동식 칼로서일회용이다.
A,기구·기계,A41000,의료용 칼,A41010.07,재사용가능 치과용 칼,1,치과 진료 등에 사용하는 수동식 의료용 칼로서 재사용이 가능하다.
A,기구·기계,A41000,의료용 칼,A41010.08,일회용 치과용 칼,2,치과 진료 등에 사용하는 수동식 의료용 칼로서 일회용이다.
A,기구·기계,A41000,의료용 칼,A41010.09,전동식 의료용 칼,2,인체 조직의 절단 및 절개 등에 사용하는 기구로서 동력을 제공하는 부분이 포함된 전동식 칼
A,기구·기계,A41000,의료용 칼,A41010.10,수압식 의료용 칼,2,인체 조직의 절단 및 절개 등에 사용하는 고압수 분사방식 수술기구
A,기구·기계,A42000,의료용 가위,A42010.01,재사용가능 수동식 의료용 가위,1,인체 조직의 절단 및 절개 등에 사용하는 수동식 의료용 가위로서 재사용이 가능하다.
A,기구·기계,A42000,의료용 가위,A42010.02,일회용 수동식 의료용 가위,2,인체 조직의 절단 및 절개 등에 사용하는 수동식 의료용 가위로서 일회용이다.
A,기구·기계,A42000,의료용 가위,A42010.03,재사용가능 안과용 가위,1,눈과 주변 조직의 절단 및 절개 등에 사용하는 수동식 의료용 가위로서 재사용이 가능하다.
A,기구·기계,A42000,의료용 가위,A42010.04,일회용 안과용 가위,2,눈과 주변 조직의 절단 및 절개 등에 사용하는 수동식 의료용 가위로서 일회용이다.
A,기구·기계,A42000,의료용 가위,A42010.05,재사용가능 치과용 가위,1,치과 진료 등에 사용하는 수동식 의료용 가위로서 재사용이 가능하다.
A,기구·기계,A42000,의료용 가위,A42010.06,일회용 치과용 가위,2,치과 진료 등에 사용하는 수동식 의료용 가위로서 일회용이다.
A,기구·기계,A42000,의료용 가위,A42010.07,전동식 의료용 가위,2,인체 조직의 절단 및 절개 등에 사용하는 기구로서 동력을 제공하는 부분이 포함된 전동식 가위
A,기구·기계,A43000,의료용 큐렛,A43010.01,재사용가능 수동식 의료용 큐렛,1,"인체 조직의 획득 및 제거 등에 사용하는 수동식 의료용 큐렛으로서 재사용이 가능하다. 숟가락, 고리 형태 등을 포함한다."
A,기구·기계,A43000,의료용 큐렛,A43010.02,일회용 수동식 의료용 큐렛,2,"인체 조직의 획득 및 제거 등에 사용하는 수동식 의료용 큐렛으로서 일회용이다. 숟가락, 고리 형태 등을 포함한다."
A,기구·기계,A43000,의료용 큐렛,A43010.03,재사용가능 안과용 큐렛,1,"눈과 주변 조직의 획득 및 제거 등에 사용하는 수동식 의료용 큐렛으로서 재사용이 가능하다. 숟가락, 고리 형태 등을 포함한다."
A,기구·기계,A43000,의료용 큐렛,A43010.04,일회용 안과용 큐렛,2,"눈과 주변 조직의 획득 및 제거 등에 사용하는 수동식 의료용 큐렛으로서 일회용이다. 숟가락, 고리 형태 등을 포함한다."
A,기구·기계,A43000,의료용 큐렛,A43010.05,재사용가능 치과용 큐렛,1,"치과 진료 등에 사용하는 수동식 의료용 큐렛으로서 재사용이 가능하다. 숟가락, 고리 형태 등을 포함한다."
A,기구·기계,A43000,의료용 큐렛,A43010.06,일회용 치과용 큐렛,2,"치과 진료 등에 사용하는 수동식 의료용 큐렛으로서 일회용이다. 숟가락, 고리 형태 등을 포함한다."
A,기구·기계,A43000,의료용 큐렛,A43010.07,전동식 의료용 큐렛,2,"인체 조직의 획득 및 제거 등에 사용하는 기구로서 동력을 제공하는 부분이 포함된 전동식 큐렛. 숟가락, 고리 형태 등을 포함한다."
A,기구·기계,A43000,의료용 큐렛,A43010.08,전동식 치과용 큐렛,2,"치과 진료 시 염증조직이나 이물질을  제거하는 기구로서 동력을 제공하는 부분이 포함된 전동식 큐렛. 숟가락, 고리 형태 등을 포함한다."
A,기구·기계,A44000,의료용 클램프,A44010.01,재사용가능 대동맥 클램프,1,외과 수술 시 대동맥의 일시적 지혈을 목적으로 한 수술 기구로서 인서터를 포함하기도 하며 재사용이 가능하다. 대동맥 문합 클램프 및 대동맥류 클램프 등을 포함한다.
A,기구·기계,A44000,의료용 클램프,A44010.02,일회용 대동맥 클램프,2,외과 수술시 대동맥의 일시적 지혈을 목적으로 한 수술 기구로서 일회용이다. 대동맥 문합 클램프 및 대동맥류 클램프 등을 포함한다.
A,기구·기계,A44000,의료용 클램프,A44010.03,재사용가능 동맥 클램프,1,외과 수술시 동맥의 일시적 지혈을 목적으로 한 수술 기구로서 재사용이 가능하다.
A,기구·기계,A44000,의료용 클램프,A44010.04,일회용 동맥 클램프,2,외과 수술 시 동맥의 일시적 지혈을 목적으로 한 수술 기구로서 일회용이다.
A,기구·기계,A44000,의료용 클램프,A44010.05,재사용가능 경동맥 클램프,1,외과 수술 시 경동맥의 일시적 지혈을 목적으로 한 수술 기구로서 재사용이 가능하다.
A,기구·기계,A44000,의료용 클램프,A44010.06,일회용경동맥클램프,2,외과 수술 시 경동맥의 일시적 지혈을 목적으로 한 수술 기구로서 일회용이다.
A,기구·기계,A44000,의료용 클램프,A44010.07,재사용가능 혈관 클램프,1,외과 수술 시 그밖의 혈관의 일시적 지혈을 목적으로 한 수술 기구로서 재사용이 가능하다. 말초혈관 클램프 및 장골동맥 클램프 등을 포함한다.
A,기구·기계,A44000,의료용 클램프,A44010.08,일회용 혈관 클램프,2,외과 수술 시 그밖의 혈관의 일시적 지혈을 목적으로 한 수술 기구로서 일회용이다. 말초혈관 클램프 및 장골동맥클램프 등을 포함한다.
A,기구·기계,A44000,의료용 클램프,A44010.09,재사용가능 기관지 클램프,1,외과 수술 시 기관지를 압박하기 위한 수술기구로서 재사용이 가능하다.
A,기구·기계,A44000,의료용 클램프,A44010.10,일회용 기관지 클램프,2,외과 수술 시 기관지를 압박하기 위한 수술기구로서 일회용이다.
A,기구·기계,A44000,의료용 클램프,A44010.11,재사용가능 치핵 클램프,1,치질 수술 시 사용하는 클램프로서 사용자가 멸균하여 재사용이 가능하다.
A,기구·기계,A44000,의료용 클램프,A44010.12,일회용 치핵 클램프,2,치질 수술 시 사용하는 멸균 일회용 클램프
A,기구·기계,A44000,의료용 클램프,A44010.13,재사용가능 직장 클램프,1,"직장, 직장판 또는 항문관을 잡거나 연결, 압박 또는 지지하기 위해 사용하는 수술 기구로서 재사용이 가능하다."
A,기구·기계,A44000,의료용 클램프,A44010.14,일회용 직장 클램프,2,"직장, 직장판 또는 항문관을 잡거나 연결, 압박 또는 지지하기 위해 사용하는 수술 기구로서 일회용이다."
A,기구·기계,A44000,의료용 클램프,A44010.15,재사용가능 장관 클램프,1,"소화관 수술 시 장관을 잡거나 연결, 압박 또는 지지하기 위해 이용하는 수술 기구로서 재사용이 가능하다."
A,기구·기계,A44000,의료용 클램프,A44010.16,일회용 장관 클램프,2,"소화관 수술 시 장관을 잡거나 연결, 압박 또는 지지하기 위해 이용하는 수술 기구로서 일회용이다."
A,기구·기계,A44000,의료용 클램프,A44010.17,재사용가능 안과용 클램프,1,"안과 수술 시 눈 또는 주변 조직을 잡거나 연결, 압박 또는 지지하기 위해 이용하는 수술 기구로서 재사용이 가능하다."
A,기구·기계,A44000,의료용 클램프,A44010.18,일회용 안과용 클램프,2,"안과 수술 시 눈 또는 주변 조직을 잡거나 연결, 압박 또는 지지하기 위해 이용하는 수술 기구로서 일회용이다."
A,기구·기계,A44000,의료용 클램프,A44010.19,재사용가능 요실금용 클램프,1,요도를 압박하기 위한 수술 기구로서 사용자가 멸균하여 재사용이 가능하다.
A,기구·기계,A44000,의료용 클램프,A44010.20,일회용 요실금용 클램프,2,요도를 압박하기 위한 수술 기구로서 멸균된 일회용이다.
A,기구·기계,A44000,의료용 클램프,A44010.21,재사용가능 머리뼈 클램프,1,머리와 목을 특정위치로 고정하기 위해 머리뼈를 잡기 위한 기구로서 재사용이 가능하다. 보통 뇌 수술시 사용한다.
A,기구·기계,A44000,의료용 클램프,A44010.22,재사용가능 음경 클램프,1,외과 수술 시 음경을 잡거나 조작하기 위해 사용하는 수술 기구로서 재사용이 가능하다.
A,기구·기계,A44000,의료용 클램프,A44010.23,일회용 음경 클램프,2,외과 수술 시 음경을 잡거나 조작하기 위해 사용하는 수술 기구로서 일회용이다.
A,기구·기계,A44000,의료용 클램프,A44010.24,재사용가능 음경 포피 클램프,1,포경 수술 시 음경포피를 압박하기 위해 사용하는 수술 기구로서 재사용이 가능하다.
A,기구·기계,A44000,의료용 클램프,A44010.25,일회용 음경 포피 클램프,2,포경 수술 시 음경포피를 압박하기 위해 사용하는 수술 기구로서 일회용이다.
A,기구·기계,A44000,의료용 클램프,A44010.26,재사용가능 골 클램프,1,외과 수술 시에 뼈를 잡거나 골절된 뼈조각의 근위부 또는 원위부의 접합이 용이하도록 근접시키는데 사용하는 수술 기구로서 재사용이 가능하다.
A,기구·기계,A44000,의료용 클램프,A44010.27,일회용 골 클램프,2,외과 수술 시에 뼈를 잡거나 골절된 뼈조각의 근위부 또는 원위부의 접합이 용이하도록 근접시키는데 사용하는 수술 기구로서 일회용이다.
A,기구·기계,A44000,의료용 클램프,A44010.28,재사용가능 범용 수동식 의료용 클램프,1,"진료 시 집게 및 조직 등을 고정하는 데 사용하는 그 밖의 기구로서 재사용 가능하다. 튜브 클램프, 수술 및 진료 시 기구 등을 고정시키는 안전핀을 포함한다."
A,기구·기계,A44000,의료용 클램프,A44010.29,일회용 범용 수동식 의료용 클램프,2,진료 시 집게 및 조직 등을 고정하는 데 사용하는 그 밖의 기구로서 일회용이다. 튜브 클램프를 포함한다.
A,기구·기계,A44000,의료용 클램프,A44010.30,범용 전동식 의료용 클램프,2,진료 시 집게 및 조직 등을 고정하는 데 사용하는 그 밖의 기구로서 동력을 제공하는 부분이 포함되어 있다.
A,기구·기계,A45000,의료용 겸자,A45010.01,재사용가능 범용 수동식 의료용 핀셋,1,진료 시에 일반적으로 사용되는 핀셋으로 재사용이 가능하다.
A,기구·기계,A45000,의료용 겸자,A45010.02,일회용 범용 수동식 의료용 핀셋,2,진료 시에 일반적으로 사용되는 핀셋으로 일회용이다.
A,기구·기계,A45000,의료용 겸자,A45010.03,전동식 의료용 핀셋,2,진료 시에 일반적으로 사용되는 기구로서 동력을 제공하는 부분이 포함된 전동식 핀셋
A,기구·기계,A45000,의료용 겸자,A45010.04,치과 교합지용 핀셋,1,치과용 교합지를 지지하는 등에 사용하는 핀셋
A,기구·기계,A45000,의료용 겸자,A45010.05,치과 치료용 핀셋,1,치과에서 구강 내에 사용되는 핀셋
A,기구·기계,A45000,의료용 겸자,A45020.01,재사용가능 의료용 겸자,1,"진료 시 조직을 잡거나 조작, 압박, 절단 또는 결합하기 위해 일반적으로 사용하는 겸자로서 재사용이 가능하다."
A,기구·기계,A45000,의료용 겸자,A45020.02,일회용 의료용 겸자,2,"진료 시 조직을 잡거나 조작, 압박 또는 결합하기 위해 일반적으로 사용하는 겸자로서 일회용이다."
A,기구·기계,A45000,의료용 겸자,A45020.03,전동식 의료용 겸자,1,"진료 시 조직을 잡거나 조작, 압박 또는 결합하기 위해 일반적으로 사용하는 수술용 기구로서 동력을 제공하는 부분이 포함된 전동식 겸자."
A,기구·기계,A45000,의료용 겸자,A45020.04,결석 제거용 겸자,1,요로결석 또는 담낭결석을 제거하거나 조작하는데 사용하는 기구로서 두 개의 날이 두 개의 손잡이에 붙어 있는 형태가 있다.
A,기구·기계,A45000,의료용 겸자,A45020.05,골 겸자,1,수술 시 뼈를 잡거나 자르거나 부수는데 사용하는 기구로서 강한 칼날이나 톱니가 있다.
A,기구·기계,A45000,의료용 겸자,A45020.06,재사용가능 안과용 겸자,1,안과영역에서 눈이나 눈의 주변조직을 잡는 등에 사용하는 기구로서  재사용이 가능하다.
A,기구·기계,A45000,의료용 겸자,A45020.07,발치용 겸자,1,치과에서 치아를 잡고 발치하는 수동식 기구
A,기구·기계,A45000,의료용 겸자,A45020.08,교정용 겸자,1,치과 교정용 재료를 보호 유지하거나 금속편 또는 와이어를 굴곡 하기 위해 사용하는 기구로서 치아의 접착제를 제거하거나 치아와 교정용 재료를 분리하는 경우에도 사용된다.
A,기구·기계,A45000,의료용 겸자,A45020.09,치근 제거용 겸자,1,치과에서 미세한 치근을 제거하는 데 사용하는 기구
A,기구·기계,A45000,의료용 겸자,A45020.10,크라운 제거용 겸자,1,치과에서 버를 이용하여 크라운을 절단한 후 크라운을 제거하는데 사용하는 기구
A,기구·기계,A45000,의료용 겸자,A45020.11,일회용 안과용 겸자,2,안과영역에서 눈이나 눈의 주변조직을 잡는 등에 사용하는 기구로서 일회용이다.
A,기구·기계,A45000,의료용 겸자,A45020.12,인공 수정체 삽입기구,2,안과 수술 시 인공 수정체를 삽입하는 기구
A,기구·기계,A46000,의료용 톱,A46010.01,수동식 의료용 톱,1,조직 등을 절단하는 톱 형태의 수동식 기기
A,기구·기계,A46000,의료용 톱,A46010.02,전동식 의료용 톱,2,조직 등을 절단하는 톱 형태의 전동식 기기
A,기구·기계,A46000,의료용 톱,A46020.01,수동식 의료용 석고 절단기,1,외과적 시술 시 스프린트 및 석고 등을 절단하는 수동식 기기
A,기구·기계,A46000,의료용 톱,A46020.02,전동식 의료용 석고 절단기,2,외과적 시술 시 스프린트 및 석고 등을 절단하는 전동식 기기
A,기구·기계,A46000,의료용 톱,A46020.03,공압식 의료용 석고 절단기,2,외과적 시술 시 스프린트 및 석고 등을 절단하는 공기압식 기기
A,기구·기계,A47000,의료용 끌,A47010.01,수동식 의료용 끌,1,뼈 등의 단단한 조직을 절단하거나 조정하기 위해 사용하는 수동식 기구
A,기구·기계,A47000,의료용 끌,A47010.02,전동식 의료용 끌,2,뼈 등의 단단한 조직을 절단하거나 조정하기 위해 사용하는 전동식 기구
A,기구·기계,A47000,의료용 끌,A47020.01,수동식 절골기,1,뼈에 홈 및 구멍을 파기 위하여 사용하는 수동식 의료용 정
A,기구·기계,A47000,의료용 끌,A47020.02,전동식 절골기,2,뼈에 홈 및 구멍을 파기 위하여 사용하는 전동식 의료용 정
A,기구·기계,A48000,의료용 박리자,A48010.01,수동식 의료용 기자,1,"조직이나 골의 단면 또는 치근, 수술기구 등을 들어올리는 수동식 기구.  엘리베이터(Elevator), 골막 기자(Periosteum elevator), 리프터(Lifter) 등을 포함한다."
A,기구·기계,A48000,의료용 박리자,A48010.02,크라운 제거용 기자,1,버를 사용하여 크라운을 절단한 후 치아와 크라운 사이 접착제를 분리시킴으로써 크라운을 완전히 제거하는 데 사용하는 기구
A,기구·기계,A48000,의료용 박리자,A48010.03,전동식 의료용 기자,2,"조직이나 골의 단면 또는 치근, 수술기구 등을 들어올리는 전동식 기구.  엘리베이터(Elevator), 골막 기자(Periosteum elevator), 리프터(Lifter) 등을 포함한다."
A,기구·기계,A48000,의료용 박리자,A48010.04,치과용 기자,1,치과 치료 시 발치를 위해 치아조직 또는 다른 해부학적 구조 등을 들어 올리는 데 이용하는 수술용 기기
A,기구·기계,A48000,의료용 박리자,A48020.01,수동식 골막 박리기,1,골막을 박리하는 수동식 기기
A,기구·기계,A48000,의료용 박리자,A48020.02,전동식 골막 박리기,2,골막을 박리하는 전동식 기기
A,기구·기계,A48000,의료용 박리자,A48030.01,수동식 의료용 스트리퍼,1,"인대, 힘줄, 또는 혈관 등의 부분을 절제하는 데에 사용하는 수동식 수술 기기"
A,기구·기계,A48000,의료용 박리자,A48030.02,전동식 의료용 스트리퍼,2,"인대, 힘줄, 또는 혈관 등의 부분을 절제하는 데에 사용하는 전동식 수술 기기"
A,기구·기계,A48000,의료용 박리자,A48040.01,수동식 요도 박리기,1,협착된 요도를 절제하는 수동식 기구
A,기구·기계,A48000,의료용 박리자,A48040.02,전동식 요도 박리기,2,협착된 요도를 절제하는 전동식 기구
A,기구·기계,A48000,의료용 박리자,A48050.01,재사용가능 조직 박리기,1,체내에 삽입된 카테터 등의 의료기기에 유착된 조직을 분리하기 위해 사용하는 재사용가능 기기
A,기구·기계,A48000,의료용 박리자,A48050.02,일회용 조직 박리기,2,체내에 삽입된 카테터 등의 의료기기에 유착된 조직을 분리하기 위해 사용하는 일회용 멸균 기기
A,기구·기계,A49000,의료용 망치,A49010.01,수동식 의료용 망치,1,"인공보철물, 핀, 나사, 판 또는 기구 등에 충격을 가하는 다양한 수술에 사용하는 망치 모양의 수동식 기구"
A,기구·기계,A49000,의료용 망치,A49010.02,전동식 의료용 망치,2,"인공보철물, 핀, 나사, 판 또는 기구 등에 충격을 가하는 다양한 수술에 사용하는 망치 모양의 전동식 기구"
A,기구·기계,A50000,의료용 줄,A50010.01,수동식 의료용 줄,1,진료 시 조직을 연마하거나 절단하기 위하여 사용되는 수동식 줄
A,기구·기계,A50000,의료용 줄,A50010.02,전동식 의료용 줄,2,진료 시 조직을 연마하거나 절단하기 위하여 사용되는 전동식 줄
A,기구·기계,A50000,의료용 줄,A50010.03,치과 근관 치료용 줄,1,치과 진료 시 근관 치료에 사용되는 파일
A,기구·기계,A51000,의료용 레버,A51010.01,수동식 의료용 레버,1,진료 시 조직을 열거나 벌리는 데에 사용하는 수동식 레버
A,기구·기계,A51000,의료용 레버,A51010.02,전동식 의료용 레버,2,진료 시 조직을 열거나 벌리는 데에 사용하는 전동식 레버
A,기구·기계,A52000,의료용 올가미,A52010.01,수동식 의료용 올가미,1,올가미 형태의 수동식 절제기로서 편도 절제기(Tonsillectome) 등을 포함한다.
A,기구·기계,A52000,의료용 올가미,A52010.02,전동식 의료용 올가미,2,올가미 형태의 전동식 절제기로서 편도 절제기(Tonsillectome) 등을 포함한다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.01,비멸균 주사침,1,인체에 의약품 등을 주입하거나 체액을 흡인하는 데에 사용하는 비멸균 침으로서 사용 전에 멸균한다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.02,멸균 주사침,2,인체에 의약품 등을 주입하거나 체액을 흡인하는 데에 사용하는 멸균 침
A,기구·기계,A53000,주사침 및 천자 침,A53010.03,재사용가능 담관 조영침,1,담관 조영을 목적으로 조영제를 주입하기 위하여 사용하는 침으로서 재사용이 가능하다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.04,일회용 담관 조영침,2,담관 조영을 목적으로 조영제를 주입하기 위하여 사용하는 침으로서 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.05,재사용가능 동맥 주사침,1,동맥 주사용 침으로서 재사용이 가능하다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.06,일회용 동맥 주사침,2,동맥 주사용 침으로서 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.07,헤파린 사용 동맥 주사침,3,동맥 주사용 침으로서 혈액응고억제를 위하여 헤파린을 포함한다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.08,재사용가능 여과기 부착침,1,주사액을 여과하기 위한 여과기가 부착된 침으로서 재사용이 가능하다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.09,일회용 여과기 부착침,2,주사액을 여과하기 위한 여과기가 부착된 침으로서 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.10,일회용 안과용 침,2,안과영역의 시술 시 약액을 주입하거나 액을 흡입하기 위하여 사용하는 침으로서 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.11,치과용 주사침,2,치과에서 국소마취약 주사 등에 사용하는 주사침
A,기구·기계,A53000,주사침 및 천자 침,A53010.12,척수마취용 침,3,마취약이나 진통약을 거미막하강에 투여하기 위하여 사용하는 침으로서 일반적으로 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.13,경막외 투여용 침,3,마취약이나 진통약을 경막외강에 투여하는 침으로 침관 내 카테터를 삽입하여 투여할 수도 있다.
A,기구·기계,A53000,주사침 및 천자 침,A53010.14,재사용가능 안과용 침,1,안과영역의 시술 시 약액을 주입하거나 액을 흡입하기 위하여 사용하는 침으로서 재사용이 가능하다.
A,기구·기계,A53000,주사침 및 천자 침,A53020.01,재사용가능 봉합침,1,봉합사 등으로 조직을 봉합하는 데에 사용하는 침으로서 사용전에 멸균한다.
A,기구·기계,A53000,주사침 및 천자 침,A53020.02,일회용 봉합침,2,봉합사 등으로 조직을 봉합하는 데에 사용하는 침으로서 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53020.03,재사용가능 안과용 봉합침,1,안과영역 시술 시 조직을 봉합하는데 사용하는 침으로서 재사용이 가능하다.
A,기구·기계,A53000,주사침 및 천자 침,A53020.04,동맥류 봉합침,1,동맥류 봉합에 사용하는 침으로서 재사용이 가능하다.
A,기구·기계,A53000,주사침 및 천자 침,A53020.05,일회용 안과용 봉합침,2,안과영역 시술 시 조직을 봉합하는데 사용하는 침으로서 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53030.01,재사용가능 채혈침,1,채혈을 목적으로 사용하는 침으로서 사용 전에 멸균한다.
A,기구·기계,A53000,주사침 및 천자 침,A53030.02,일회용 채혈침,2,채혈을 목적으로 사용하는 일회용 멸균 침으로서 진공 채혈관 부착기와의 일체형도 포함한다.
A,기구·기계,A53000,주사침 및 천자 침,A53040.01,재사용가능 천자침,1,피부나 조직에 가는 침을 삽입하여 치료할 목적으로 사용하는 가는 침으로서 사용전에 멸균한다.
A,기구·기계,A53000,주사침 및 천자 침,A53040.02,일회용 천자침,2,"피부나 조직에 가는 침을 삽입하여 치료할 목적으로 사용하는 가는 침으로서 일회용이다. 단, 경막외강 또는 척수에 사용되는 침은 여기서 제외한다."
A,기구·기계,A53000,주사침 및 천자 침,A53040.03,일회용 마취용 천자침,3,경피적으로 신경을 차단하기 위하여 사용하는 침으로서 관은 절연가공을 하며 전극과 접속하는 단자를 갖는다. 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53040.04,재사용가능 요추 천자도구 한 벌,1,척수액을 채취하기 위하여 요추를 천자하는 침 및 수집용 튜브 등이 포함된 도구 한 벌로서 재사용이 가능하다.
A,기구·기계,A53000,주사침 및 천자 침,A53040.05,일회용 요추 천자도구 한 벌,2,척수액을 채취하기 위하여 요추를 천자하는데 필요한  천자침 및 수집용 튜브 등이 포함된 도구 한 벌로서 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53040.06,재사용가능 요추 천자침,1,요추를 천자하는데 필요한  천자침으로서 재사용이 가능하다.  탐침이 포함되어 있다.
A,기구·기계,A53000,주사침 및 천자 침,A53040.07,일회용 요추 천자침,2,요추를 천자하는데 필요한  천자침으로서 일회용이다.  탐침이 포함되어 있다.
A,기구·기계,A53000,주사침 및 천자 침,A53040.08,재사용가능 흉막복막침,1,복막강에 가스를 주입하거나 제거하기 위해서 사용하는 침으로서 재사용이 가능하다.
A,기구·기계,A53000,주사침 및 천자 침,A53040.09,일회용 흉막복막침,2,복막강에 가스를 주입하거나 제거하기 위해서 사용하는 침으로서 일회용이다.
A,기구·기계,A53000,주사침 및 천자 침,A53050.01,재사용가능 투관침,1,캐뉼러 등에 달린 침으로 사용 전에 멸균한다.
A,기구·기계,A53000,주사침 및 천자 침,A53050.02,일회용 투관침,2,캐뉼러 등에 달린 멸균침으로 일회용이다.
